date,species,count,stage
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,INCARNATA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,SYRIACA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/23/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,INCARNATA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,SYRIACA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
6/29/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,1,2
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,1,2
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,1,2
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,INCARNATA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,SYRIACA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/6/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,1,1
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,1,1
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,1,1
7/13/21,SYRIACA,1,1
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,1,1
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,2,1
7/13/21,SYRIACA,1,1
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,1,1
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,INCARNATA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,SYRIACA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/13/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,1,1
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,1,2
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,1,3
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,2,2
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,1,3
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,3,1
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,1,1
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,1,1
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,1,1
7/20/21,SYRIACA,1,1
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,INCARNATA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,1,1
7/20/21,SYRIACA,0,NA
7/20/21,SYRIACA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/20/21,TUBEROSA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,1,1
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,INCARNATA,1,1
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,1,1
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,1,1
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,1,1
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,1,1
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,1,1
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,1,1
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,1,1
7/27/21,INCARNATA,1,1
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,INCARNATA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,0,NA
7/27/21,SYRIACA,1,1
7/27/21,SYRIACA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
7/27/21,TUBEROSA,0,NA
